Genome	Architecture
hs	_gap_,56436
hs	_gap_,54001
hs	49899,_gap_
hs	_gap_,46689,_gap_
hs	_gap_,57716,57716,_gap_
hs	53784
hs	90209,_gap_
hs	81321
hs	48256
hs	_gap_,57603
hs	_gap_,57716
hs	_gap_,81324
hs	52540
hs	54631,_gap_
hs	47473
hs	51735
hs	54452,48726,_gap_
hs	160369
hs	90229
hs	_gap_,47413,_gap_,47413,_gap_,47413,46689,_gap_
hs	54928
hs	103473
hs	48726,48726,48726,_gap_
hs	48726,48726
hs	57716,57716,57716,57716
hs	161070,_gap_
hs	48225
hs	48592,54849,52029
hs	52540
hs	49599,160088
hs	52540
hs	54452,48726,_gap_
hs	47986
hs	_gap_,57535,57535,53300,50494
hs	56747
hs	54160
hs	56104
hs	48726
hs	_gap_,57501
hs	110942,_gap_
hs	_gap_,57903
hs	160369
hs	51045
hs	48508
hs	81321
hs	_gap_,143113,_gap_
hs	_gap_,50729,_gap_,144000
hs	53335
hs	48065,50729,57903
hs	49562,49562,_gap_,48350,50729,_gap_
hs	_gap_,55856,56524,81296
hs	51045,50729
hs	47954
hs	54495
hs	81321
hs	_gap_,55856,56524,81296
hs	_gap_,57716,57716,_gap_
hs	69179,_gap_
hs	52490
hs	109640,_gap_,57667,57667,_gap_,57667,57667,_gap_
hs	81411,141000
hs	52540
hs	81301,81631
hs	57850,57845,_gap_,49899
hs	48452
hs	56112
hs	48403
hs	_gap_,48371,_gap_
hs	_gap_,47769,_gap_,47769,47769,_gap_
hs	54452,48726,_gap_
hs	81301
hs	_gap_,54928,_gap_,54928,_gap_
hs	81321,_gap_
hs	48256
hs	52540
hs	53335
hs	54768
hs	_gap_,54928,_gap_
hs	47370,_gap_,47370,_gap_
hs	53067
hs	_gap_,47769,_gap_,47769,47769,_gap_
hs	64593
hs	55120
hs	_gap_,48065,50729,57903,50729
hs	57903,_gap_,49562,49562
hs	57863,48403,_gap_
hs	53720
hs	_gap_,48726,_gap_
hs	47473,47473,57889,57889,_gap_,111331,_gap_
hs	_gap_,52833
hs	_gap_,103575,_gap_
hs	53784
hs	54171
hs	_gap_,48557
hs	57667,_gap_
hs	81321,_gap_
hs	_gap_,57903
hs	_gap_,47473
hs	57535,53300,50494
hs	_gap_,47459,55785,_gap_,55785,_gap_
hs	_gap_,52540,52540,_gap_
hs	90209,_gap_
hs	109640,57667,57667,_gap_,57667,57667,_gap_
hs	52540,_gap_
hs	53187
hs	52540
hs	_gap_,54928,_gap_
hs	48256
hs	81665
hs	82708,_gap_
hs	_gap_,51045,_gap_,51045,_gap_,51045,_gap_,81698,81698,81698,_gap_,81698,81698
hs	50978
hs	54197
hs	103107
hs	47473
hs	_gap_,49562
hs	47060,52374
hs	55550,_gap_
hs	50729
hs	52540,_gap_
hs	51735
hs	53720
hs	81301,81631
hs	47954
hs	_gap_,48371,_gap_
hs	53335
hs	48726
hs	53383
hs	46689,_gap_
hs	81321
hs	55154
hs	56112,_gap_,103243
hs	49899
hs	53067
hs	48371
hs	54928
hs	_gap_,49417,81296,_gap_
hs	51445,_gap_
hs	50729,48371
hs	50978
hs	_gap_,55073
hs	_gap_,81653,81665,56784
hs	_gap_,55073
hs	_gap_,81321,_gap_
hs	56574
hs	56574
hs	57959
hs	52833,47616
hs	_gap_,57716,48508
hs	53383
hs	53474
hs	51905
hs	50904
hs	63491,_gap_
hs	48371
hs	47060,52374
hs	_gap_,48065
hs	81296
hs	143875
hs	53474
hs	48726
hs	53067
hs	48092
hs	51905
hs	53474
hs	48403
hs	50129
hs	_gap_,57667,57903,57903
hs	54236
hs	46689
hs	56235
hs	63712
hs	_gap_,46966,_gap_,46966
hs	50729
hs	81631,55003,_gap_
hs	50494
hs	52490
hs	117281
hs	56574
hs	_gap_,52540,_gap_,50998,50978,63829
hs	48726,49265
hs	54928,_gap_
hs	53474
hs	54928,_gap_
hs	52058
hs	48264
hs	51735
hs	54928
hs	_gap_,81296,_gap_,56204
hs	103473
hs	53223,51735
hs	56574
hs	_gap_,46966,46966,_gap_,46966,46966,46966,_gap_
hs	47060
hs	81301,81631
hs	48726,49265,49265,_gap_
hs	_gap_,116846,_gap_,56112
hs	_gap_,54076
hs	111347
hs	50494,50494
hs	49447
hs	69318
hs	54076
hs	48670
hs	54928
hs	48371
hs	_gap_,49417,81296,_gap_
hs	56112
hs	53383
hs	117281
hs	_gap_,52540,_gap_
hs	51735
hs	_gap_,54076
hs	_gap_,90229,90229
hs	_gap_,57903,_gap_
hs	46966,_gap_,46966,46966,_gap_
hs	47473
hs	_gap_,57667
hs	_gap_,53383
hs	51735,47661
hs	_gap_,48452,48452
hs	_gap_,48452,48452
hs	47576
hs	56112
hs	47060
hs	144122
hs	46966,46966
hs	63451,_gap_,63451,_gap_
hs	_gap_,56024,56024
hs	54928,_gap_
hs	_gap_,52980,47781
hs	54495
hs	50978,_gap_
hs	144122
hs	48726,49265,49265
hs	_gap_,49417,81296,_gap_
hs	_gap_,57903
hs	_gap_,48452,48452
hs	51735
hs	63712
hs	110019
hs	_gap_,101288
hs	117281
hs	_gap_,116846,_gap_,56112
hs	_gap_,50978
hs	53167
hs	48092
hs	47031
hs	57184,57184
hs	54928
hs	111126
hs	54695,_gap_,57667,57667
hs	50985
hs	69318
hs	56112
hs	55550
hs	49899,49899,49899,49899,49899,49899,_gap_
hs	46785
hs	_gap_,49417,81296,_gap_
hs	46689,_gap_
hs	50729,56112
hs	54695
hs	53474
hs	69179,_gap_
hs	48371,48403,_gap_,49785,159034,_gap_,56204
hs	51735
hs	_gap_,57716,48508
hs	50904
hs	53218,_gap_
hs	56024
hs	_gap_,57440,81901
hs	52799
hs	55874
hs	_gap_,56059,_gap_
hs	_gap_,47473
hs	63712
hs	54695
hs	50729
hs	54928,_gap_
hs	54928,_gap_
hs	47661,58038
hs	48092
hs	_gap_,49417,81296,_gap_
hs	54236,54236
hs	47789
hs	_gap_,47031,50729,47031,50729
hs	_gap_,52540,_gap_,57903,57903
hs	48371
hs	52058
hs	56574
hs	_gap_,57903
hs	48092
hs	88723
hs	48092,47655,49417,55550,_gap_
hs	56112
hs	56815
hs	50978
hs	_gap_,48670
hs	_gap_,52540
hs	_gap_,46689,_gap_
hs	_gap_,46689
hs	47576,_gap_
hs	52490
hs	57850
hs	64356
hs	54928
hs	_gap_,56112,_gap_,103243
hs	_gap_,46966,46966,_gap_,46966,_gap_
hs	47789
hs	_gap_,90229,90229
hs	54928,_gap_
hs	47954,47954
hs	_gap_,53335,_gap_
hs	56024,_gap_
hs	53067
hs	52980
hs	_gap_,54791,_gap_
hs	_gap_,54076
hs	51735
hs	_gap_,57667,_gap_
hs	48726
hs	_gap_,49348
hs	63712
hs	_gap_,48403
hs	49417,81296,_gap_
hs	81301
hs	48371
hs	50729,_gap_
hs	47459
hs	_gap_,82919,81995,53300
hs	56112
hs	52490
hs	51735,50129
hs	48726,48726,48726
hs	50978
hs	47473
hs	_gap_,46966,_gap_,46966,46966,46966,46966,_gap_,46966,_gap_,46966,46966,46966,46966,46966,_gap_,46966,46966,_gap_
hs	_gap_,111347,_gap_,50156,_gap_
hs	46785,_gap_
hs	53474
hs	_gap_,103481
hs	56574
hs	56574
hs	56235
hs	56112
hs	52799
hs	54928
hs	53474
hs	_gap_,48403,_gap_
hs	_gap_,49447,_gap_
hs	46785,_gap_,48670,48097
hs	50729,48371,_gap_
hs	48726
hs	48371
hs	_gap_,48371,_gap_
hs	_gap_,56024
hs	54975
hs	_gap_,81383,_gap_
hs	50978
hs	50729,48371,_gap_
hs	57959,_gap_
hs	81296
hs	48371
hs	55961
hs	50729,48371,_gap_
hs	50729,46785,50729
hs	53383
hs	_gap_,48403,_gap_,56112,_gap_
hs	_gap_,56574
hs	_gap_,51735,_gap_
hs	_gap_,57667
hs	56204
hs	47576,_gap_,46966
hs	54928
hs	103506
hs	51735
hs	54928,_gap_
hs	49417,55550
hs	49562,49562
hs	47576,_gap_
hs	_gap_,53383
hs	101576
hs	53474
hs	53383
hs	48371
hs	81321
hs	47060,52374
hs	49842
hs	46785,_gap_,48670,48097
hs	55729
hs	48403,48403,_gap_
hs	54197
hs	56112
hs	117281
hs	51735
hs	48726
hs	57889
hs	52540
hs	_gap_,46689,_gap_
hs	50978
hs	46689,46689
hs	54695,_gap_,57667,57667,_gap_
hs	48726
hs	_gap_,56574
hs	50129,51735,50129
hs	63712
hs	47473
hs	47060
hs	_gap_,52833
hs	57889,57889,_gap_,56112
hs	52540
hs	56112
hs	48092
hs	_gap_,109993
hs	_gap_,54076
hs	52833
hs	_gap_,103473,103473,141571,_gap_
hs	50904
hs	47473
hs	54695,_gap_,57667,57667
hs	_gap_,54791
hs	144122
hs	46966,46966,_gap_,46966,46966,_gap_
hs	57424,57424,57424,57424
hs	81321
hs	57903,_gap_
hs	50729
hs	46785
hs	47060
hs	46785,_gap_,48670,48097
hs	52540,_gap_
hs	47364
hs	56112,_gap_
hs	57501
hs	_gap_,69065,_gap_,69065,54768
hs	56574
hs	54695
hs	53335
hs	_gap_,52058,_gap_,49265,_gap_
hs	_gap_,57903
hs	_gap_,57362,_gap_
hs	118116
hs	54076
hs	53474
hs	56219
hs	48350
hs	47473
hs	56815
hs	52058,48726,_gap_
hs	_gap_,48264
hs	103107
hs	48092
hs	63712
hs	103506
hs	143875
hs	_gap_,47031,50729,47031,50729
hs	47576
hs	46689,46689,_gap_
hs	54928,_gap_
hs	54277,_gap_
hs	_gap_,56059,_gap_
hs	52058
hs	53474
hs	55874
hs	56574
hs	52058
hs	48670
hs	103473
hs	53474
hs	_gap_,54791,_gap_
hs	46689,46689,_gap_
hs	53167
hs	_gap_,52540,52540,52540,_gap_
hs	81296
hs	50729,_gap_
hs	47789,52540
hs	56574
hs	56112
hs	51905
hs	56574
hs	_gap_,118116,_gap_
hs	_gap_,48452,48452,48452,48452,48452
hs	_gap_,111347
hs	47031,50729
hs	_gap_,46785
hs	_gap_,54928,_gap_
hs	_gap_,57440
hs	_gap_,47095,_gap_
hs	56854
hs	47616
hs	_gap_,49417,81296,_gap_
hs	56112
hs	56059
hs	_gap_,52540
hs	50729,_gap_
hs	_gap_,54076
hs	53474
hs	50729,56112
hs	_gap_,56219
hs	56235
hs	56574
hs	47789
hs	47473,_gap_
hs	54928,_gap_
hs	48726
hs	50084
hs	48371
hs	81296,_gap_
hs	49417,81296,_gap_
hs	_gap_,46966,_gap_,46966,_gap_
hs	53474
hs	50978
hs	54928,_gap_
hs	103107
hs	47576
hs	53335
hs	55874
hs	46955,63763,_gap_
hs	56854,_gap_
hs	144122
hs	_gap_,46689
hs	_gap_,53448,50370
hs	52058
hs	48726
hs	110019
hs	57889
hs	81296
hs	46689,46689,_gap_
hs	_gap_,46785,46785
hs	48092
hs	50978,_gap_
hs	_gap_,57667
hs	56574
hs	50044
hs	50729
hs	_gap_,49562,49562,_gap_
hs	54975
hs	_gap_,46689,_gap_
hs	_gap_,49417,81296,_gap_
hs	50729
hs	_gap_,82919,81995
hs	48670
hs	56854
hs	_gap_,50978,_gap_
hs	_gap_,48452,48452,_gap_
hs	53335
hs	_gap_,46966,_gap_,46966,46966,_gap_
hs	_gap_,52374
hs	47789,52540
hs	46689,46689,_gap_
hs	56235
hs	55729
hs	_gap_,48065
hs	_gap_,48403
hs	_gap_,56204
hs	54495,_gap_
hs	_gap_,49562,49562,_gap_
hs	_gap_,50044,56112,_gap_
hs	47473
hs	81301
hs	46689,46689,_gap_
hs	46689,_gap_
hs	53474
hs	51735
hs	52490
hs	_gap_,56024
hs	48670
hs	54001
hs	_gap_,49417,81296,_gap_
hs	_gap_,54076
hs	53067,_gap_
hs	50729
hs	54928,_gap_
hs	54928
hs	50729,_gap_
hs	53474
hs	46689,46689,_gap_
hs	56112
hs	90250
hs	48726
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
hs	47364
hs	_gap_,49562
hs	_gap_,54076
hs	56854,54928,_gap_
hs	51735
hs	50904
hs	46966,_gap_,46966,46966,_gap_,46966,46966,_gap_,50729
hs	50729,_gap_
hs	_gap_,56219
hs	_gap_,68906,_gap_,54928,_gap_
hs	57889,_gap_
hs	_gap_,48452
hs	54695
hs	_gap_,48452
hs	48371
hs	_gap_,50978
hs	53474
hs	47060,52374
hs	53474
hs	48403
hs	46689,_gap_
hs	48726
hs	_gap_,48371,_gap_
hs	52540
hs	47789,52540
hs	_gap_,54160,54160,52540,52540,_gap_
hs	47986,_gap_
hs	53383
hs	50729,_gap_
hs	81296
hs	_gap_,57196,_gap_
hs	47060
hs	52490
hs	_gap_,49899
hs	103107
hs	56281,_gap_
hs	54928,_gap_
hs	116907
hs	_gap_,49899,_gap_
hs	50978
hs	49417,81296,_gap_
hs	54236
hs	55874
hs	54236,47031
hs	47060,_gap_
hs	51735
hs	117281
hs	_gap_,54695,54695,_gap_
hs	50978
hs	46689,46689,_gap_
hs	57501
hs	53474
hs	64268
hs	_gap_,56281
hs	_gap_,52833
hs	_gap_,53448,50370
hs	55931
hs	63712
hs	56235
hs	54197
hs	46785
hs	117281,50965
hs	48452,48452
hs	52540,52540,_gap_
hs	56436,_gap_
hs	48726,49265
hs	57424,57424,57196,57196,_gap_
hs	56112
hs	_gap_,47031
hs	_gap_,49417,81296,_gap_
hs	47060,52374
hs	56235
hs	_gap_,46689,_gap_
hs	53474
hs	52490
hs	_gap_,54076
hs	103111
hs	48726,_gap_
hs	47060,_gap_
hs	56112
hs	53474
hs	53474
hs	55961
hs	103111,55961
hs	_gap_,57581,57196,57581,_gap_,57184,57196,57184,57184,57196,_gap_,57581,57196,57196,57581,57184
hs	64356
hs	50129,51735
hs	51735
hs	_gap_,57196
hs	_gap_,101288,101288,50156,50044,52540
hs	_gap_,52374
hs	_gap_,51045,51045,_gap_
hs	53383
hs	51735
hs	_gap_,49417,81296,_gap_
hs	48371
hs	50904
hs	47473,47473,57850,_gap_
hs	111331
hs	56574
hs	63712
hs	69848,53300,53300
hs	48726
hs	55874,54211,_gap_,118116,_gap_
hs	_gap_,52374
hs	46689,46689,_gap_
hs	49417,_gap_,55550
hs	52058
hs	53067,_gap_
hs	_gap_,56112
hs	50978,_gap_
hs	63451,_gap_
hs	48371
hs	_gap_,47413,_gap_,47413,_gap_,47413,46689,_gap_
hs	50729
hs	_gap_,81321,52490,55307
hs	51905
hs	_gap_,54076
hs	_gap_,54076
hs	55961
hs	_gap_,57667,57667,_gap_,57667,_gap_,57667,57667,_gap_
hs	103506
hs	48726
hs	_gap_,48403,_gap_,158235
hs	48670
hs	48726
hs	52540
hs	53067
hs	54975
hs	_gap_,57716,48508
hs	54695,_gap_
hs	52833
hs	54928,_gap_
hs	51735
hs	_gap_,52374
hs	81301
hs	_gap_,54160,54160,52540,52540,_gap_,160481,_gap_
hs	48264
hs	103473
hs	_gap_,81321
hs	56574
hs	48034,55931
hs	_gap_,50044,56112,_gap_
hs	64356
hs	56784,81665
hs	52490,55307
hs	52833
hs	57667,_gap_
hs	63825
hs	_gap_,103243
hs	54076
hs	50729,_gap_
hs	90209,_gap_
hs	69848
hs	50978,_gap_
hs	_gap_,140864,_gap_,52540,_gap_
hs	_gap_,46689,_gap_
hs	56024
hs	_gap_,52540,_gap_,63748,_gap_
hs	54928,_gap_
hs	52540
hs	47473
hs	47364
hs	49899,49899,49899,49899,_gap_
hs	57716
hs	56574
hs	_gap_,57903,_gap_,56204
hs	48403
hs	_gap_,57716,48508
hs	90250
hs	58038,_gap_
hs	_gap_,49899,_gap_
hs	46934
hs	47060
hs	100950
hs	56112
hs	51905
hs	55931
hs	48403
hs	55785,55785,_gap_
hs	56574
hs	56854
hs	50978
hs	47576
hs	50978
hs	54928,_gap_
hs	111126
hs	53474
hs	53300,53300
hs	47060
hs	48403,_gap_
hs	52833
hs	82895,_gap_,82895,82895,82895,82895,_gap_,57362,_gap_,48726,48726,48726,_gap_
hs	48726
hs	57424,57424,57196,57196,63825
hs	56574
hs	_gap_,48403
hs	48092,47655,49417,55550,_gap_
hs	47473,57889,57889,_gap_,111331
hs	54277
hs	57667,57667
hs	48726
hs	47576,_gap_,46966,46966,46966,46966,46966,46966,_gap_,46966,_gap_,46966,46966,_gap_,46966,46966,_gap_,46966,46966,50729
hs	51735
hs	49899
hs	54197
hs	_gap_,58038
hs	_gap_,81321,_gap_
hs	_gap_,57667,57667,57667,_gap_
hs	53474
hs	56024
hs	90123
hs	52540,47446,_gap_
hs	90250
hs	47060
hs	103473
hs	53067,_gap_
hs	_gap_,57903,_gap_
hs	_gap_,57959
hs	54197,48726,49265
hs	57889
hs	46689
hs	56112
hs	52540
hs	82895,_gap_,82895,82895,82895,82895,_gap_,57362,_gap_,48726,48726,48726,_gap_
hs	103506
hs	56815
hs	47473
hs	56235
hs	47364,52540,47446,_gap_
hs	117281
hs	103107
hs	_gap_,118370,101447
hs	48726
hs	50729
hs	_gap_,48452
hs	50729,56112
hs	_gap_,48371,_gap_
hs	50978
hs	52058
hs	55154
hs	48726
hs	_gap_,54076
hs	48371
hs	52833
hs	50978,_gap_
hs	52980
hs	47616
hs	46785,_gap_,48670,48097
hs	52540
hs	46689,46689,_gap_
hs	_gap_,49785,159034,_gap_
hs	63712,90112
hs	50978
hs	56112
hs	_gap_,53383
hs	103506
hs	_gap_,48371,_gap_,111347
hs	_gap_,51735
hs	50044
hs	51445
hs	_gap_,52374
hs	_gap_,57667
hs	52374
hs	54928
hs	56059,_gap_
hs	47060,47060
hs	51735
hs	52058,48726,_gap_
hs	47473
hs	51735
hs	48034,55931
hs	47060
hs	47459
hs	48092
hs	_gap_,48670,48097
hs	64356
hs	55753
hs	56112,_gap_
hs	47060
hs	_gap_,46689,46689,_gap_
hs	81995
hs	56112
hs	52833,47616
hs	48452
hs	81321
hs	57889,57889,56112
hs	54919,54919
hs	57889
hs	50044,_gap_
hs	50729
hs	_gap_,46689,_gap_
hs	49899
hs	_gap_,81321
hs	53474
hs	103506
hs	47060
hs	48452
hs	_gap_,51230,52777
hs	56235
hs	50729
hs	_gap_,55550
hs	50985
hs	53474
hs	53383
hs	57667
hs	54928,_gap_
hs	46966,46966,46966,_gap_,46966,_gap_,46966,46966,_gap_
hs	50904
hs	47789,52540
hs	50249,116742,110993
hs	52833,47616
hs	_gap_,47031,50729,_gap_
hs	_gap_,56219
hs	56112
hs	53474
hs	57184,57184,57196,_gap_
hs	52490
hs	_gap_,103481,_gap_
hs	_gap_,49417
hs	90123
hs	50978,50978,50998,50998,50998,50978
hs	81995
hs	52490
hs	48726
hs	46689
hs	_gap_,46785,_gap_
hs	53474
hs	89360
hs	55550
hs	53218
hs	48726
hs	48670
hs	48371,48403,_gap_
hs	_gap_,46689,_gap_
hs	56574
hs	46934
hs	110019
hs	54928,_gap_
hs	81321
hs	52540,_gap_
hs	51735
hs	_gap_,116846,_gap_,56112
hs	50904
hs	117289
hs	48452
hs	55729
hs	_gap_,52980,47781
hs	50249,116742,110993
hs	53383
hs	52058
hs	53474
hs	_gap_,49417,81296,_gap_
hs	63712
hs	47789
hs	53383
hs	56815
hs	52540
hs	52540
hs	50978,_gap_
hs	56112
hs	57889,57889
hs	56235
hs	54928
hs	54695,_gap_
hs	81321
hs	48726
hs	57889,_gap_,50044,50044
hs	50729,_gap_
hs	52540
hs	51735
hs	103506
hs	51735
hs	53720
hs	64268
hs	_gap_,103481,_gap_
hs	48726
hs	_gap_,50978
hs	54928,_gap_
hs	144122
hs	110019
hs	57903,_gap_
hs	46689
hs	48726
hs	_gap_,56204
hs	51735
hs	46966,_gap_
hs	_gap_,57581,57196,57581,_gap_,57184,57184,57184,57184,57184,57196,_gap_,57581,57196,57196,57581,_gap_
hs	48726
hs	53474
hs	_gap_,69318,69179,69179,69179,_gap_
hs	54236
hs	54928,_gap_
hs	48371
hs	103111,55961
hs	49562
hs	_gap_,50978
hs	53067
hs	56219
hs	56112
hs	47473
hs	_gap_,52540,52540,_gap_
hs	48726
hs	48371
hs	_gap_,46966,46966,_gap_,46966,_gap_
hs	50729
hs	53383
hs	54928
hs	53383
hs	52490
hs	56574
hs	54928
hs	47473
hs	56815
hs	54928,_gap_
hs	55753
hs	_gap_,53383
hs	54511,57184,57610,57610,63825
hs	52540
hs	103481
hs	47459
hs	48092
hs	57959
hs	_gap_,49265
hs	48726
hs	54928,_gap_
hs	54928,_gap_
hs	53474
hs	53218,_gap_
hs	52540,_gap_,81698,_gap_,48350
hs	_gap_,57667
hs	_gap_,46785,_gap_
hs	52540
hs	_gap_,57903,57903
hs	_gap_,159034
hs	111126
hs	_gap_,64593
hs	63712
hs	54076
hs	56574
hs	53474
hs	54975
hs	_gap_,55073,_gap_,55073
hs	50044,_gap_
hs	46966,47473,47473
hs	50729,48371
hs	53474
hs	56854
hs	110019
hs	_gap_,49417,81296,_gap_
hs	63712
hs	51735
hs	54928,_gap_
hs	81321
hs	53474
hs	50129,51735,50129
hs	55154
hs	53300,53300
hs	47459
hs	56112
hs	46966,46966
hs	_gap_,57889
hs	52540,_gap_
hs	56219
hs	53474
hs	47954,47954,_gap_
hs	56815
hs	55729
hs	100950
hs	51445
hs	_gap_,53383
hs	55874,54211,_gap_,118116,_gap_
hs	52540,_gap_
hs	47473
hs	57903
hs	56815
hs	103506
hs	57716
hs	50729
hs	56112
hs	_gap_,54928
hs	57889
hs	46785,_gap_,48670,48097
hs	48726
hs	53474
hs	47473
hs	46689,_gap_
hs	_gap_,53383
hs	46689
hs	_gap_,50182,_gap_
hs	69848
hs	53474
hs	52833
hs	50923
hs	_gap_,49417,81296,_gap_
hs	47473
hs	48452,48452
hs	50729,_gap_
hs	50978
hs	_gap_,46955,63763,_gap_
hs	53474
hs	_gap_,56024
hs	56574
hs	52058
hs	57716
hs	46689,46689
hs	48092
hs	54236,_gap_
hs	47459
hs	47060
hs	64356
hs	_gap_,57959
hs	_gap_,69318,69179,69179,69179,_gap_
hs	52540
hs	47789
hs	81995
hs	48092
hs	48371
hs	47473
hs	46689,46689
hs	54928
hs	56112
hs	47473
hs	53383
hs	57959,_gap_
hs	81321
hs	_gap_,54076
hs	53474
hs	54236,47031,50729,_gap_,52799
hs	50729,_gap_
hs	56219
hs	53383
hs	48726
hs	53167
hs	47576
hs	56235
hs	_gap_,57716,48508
hs	_gap_,48452
hs	48726
hs	_gap_,50044
hs	56235
hs	51735
hs	57959,_gap_
hs	_gap_,52540,_gap_,57903,57903
hs	103506
hs	56815
hs	54928,_gap_
hs	111347
hs	55753
hs	56574
hs	103473
hs	47396,_gap_,50784
hs	82895,_gap_,82895,82895,82895,82895,_gap_,57362,_gap_
hs	56219
hs	55154
hs	56574
hs	50978
hs	56574
hs	56854,54928,_gap_
hs	56574
hs	_gap_,48452,48452,_gap_
hs	53474
hs	_gap_,51905
hs	_gap_,57716,48508
hs	_gap_,48452,48452
hs	_gap_,46689,_gap_
hs	_gap_,49313,49313,49313,49313,49313,_gap_
hs	88723
hs	52833,47616
hs	51735
hs	53335
hs	_gap_,56281
hs	52540
hs	56112,56112
hs	_gap_,48726
hs	48452
hs	_gap_,52374
hs	_gap_,64268
hs	_gap_,55729
hs	_gap_,55550,158235
hs	47576
hs	48726
hs	57889,57889
hs	52833
hs	48371
hs	_gap_,47769,_gap_
hs	56112
hs	69848,53300
hs	117281
hs	53474
hs	_gap_,64153
hs	47060
hs	_gap_,109640,_gap_,57667,57667,57667,57667,57667,57667,57667
hs	52490
hs	_gap_,53335
hs	69065,_gap_,69065
hs	56235
hs	53300
hs	47576,_gap_,46966,_gap_,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,_gap_
hs	54928
hs	_gap_,140864,_gap_,52540,_gap_,50978,50978,50978,50978
hs	81995
hs	100950
hs	103473
hs	48726
hs	53067
hs	81324
hs	_gap_,57889
hs	57959,_gap_
hs	54695
hs	53474
hs	48726,48726
hs	50729,48371
hs	47789,52540
hs	54928,_gap_
hs	54928,_gap_
hs	56235
hs	57667,_gap_
hs	54211
hs	100966
hs	51412
hs	53659
hs	_gap_,48113
hs	57997
hs	57716,_gap_,118310
hs	_gap_,48264
hs	_gap_,88713,88688,_gap_,74650
hs	_gap_,47413,_gap_,46689
hs	100966
hs	55060
hs	90112
hs	82171,53474
hs	51735
hs	_gap_,53328,50486
hs	47396,50784
hs	48726
hs	64268,103657
hs	49562
hs	57997
hs	52402,52467
hs	48726
hs	81665
hs	57716,_gap_,118310
hs	48264
hs	48726
hs	51412
hs	81338
hs	54211
hs	57535,_gap_
hs	51412
hs	51306
hs	52540
hs	64268
hs	_gap_,46689,_gap_
hs	51306
hs	52058
hs	48371
hs	48371
hs	46565,_gap_
hs	54160,_gap_
hs	_gap_,57667,57667
hs	48366,47473,57889,_gap_
hs	_gap_,50729,50156,50156
hs	47576
hs	52374,55550
hs	_gap_,46689,_gap_
hs	53474
hs	50156,_gap_,50156,_gap_
hs	54897
hs	50129
hs	_gap_,57850
hs	57716,_gap_,118310
hs	48726,48726,48726,48726,_gap_
hs	_gap_,50156,50156
hs	49899
hs	55186,55681
hs	103657,_gap_,50044
hs	103657,_gap_,50044
hs	48726
hs	_gap_,51283
hs	_gap_,46689,_gap_
hs	47473
hs	46689,_gap_
hs	53659
hs	52402,52467
hs	50998,_gap_
hs	51412
hs	49879
hs	_gap_,57959
hs	47473
hs	52402,_gap_
hs	53474
hs	_gap_,50044
hs	48726
hs	50729,_gap_,48065,50729,_gap_,48366
hs	52058
hs	103575,_gap_,53300,69179,_gap_,57196,57196,69687,_gap_
hs	_gap_,57667,57667,_gap_,46689,_gap_,57667,57667,_gap_
hs	53720
hs	_gap_,52540,52540
hs	_gap_,56112
hs	54160,_gap_
hs	_gap_,46689,_gap_
hs	57850,57850,57850,_gap_
hs	74650,_gap_
hs	_gap_,51283
hs	101912,103575,_gap_
hs	57850,_gap_
hs	52540
hs	49562
hs	_gap_,47413,46689,_gap_
hs	_gap_,56112
hs	57997
hs	48652,_gap_
hs	52058
hs	_gap_,56784
hs	48726
hs	57184
hs	51412
hs	47216
hs	53720
hs	_gap_,46689
hs	_gap_,49899
hs	47874
hs	48366,47473,57889,_gap_
hs	64356
hs	52058
hs	_gap_,47095
hs	53474
hs	_gap_,88688,_gap_,74650
hs	_gap_,50978
hs	_gap_,48264
hs	51735
hs	_gap_,57667,_gap_
hs	46689,_gap_
hs	57997
hs	_gap_,50978
hs	100966
hs	49562
hs	57997
hs	50729,_gap_
hs	116820,_gap_
hs	48439
hs	_gap_,103243
hs	47874
hs	63712,90112
hs	88713
hs	_gap_,50978,_gap_
hs	111352
hs	47266,_gap_
hs	52540
hs	_gap_,52172
hs	_gap_,46689
hs	_gap_,54928
hs	69989
hs	56235
hs	54928
hs	47874
hs	48452,48452,48452
hs	57196,49785
hs	88688,_gap_,74650
hs	_gap_,47413,46689,_gap_
hs	_gap_,50978
hs	56235
hs	109604
hs	_gap_,53732
hs	52047
hs	47216
hs	_gap_,54001
hs	_gap_,88713,88688,_gap_,74650,_gap_
hs	56645
hs	140856
hs	_gap_,117916
hs	_gap_,56366,_gap_
hs	81665
hs	47874
hs	_gap_,57903,47370,63748,_gap_
hs	_gap_,57667,_gap_,46689,_gap_,46689,46689,_gap_,46689,46689,_gap_
hs	47454,57959
hs	47031,50729,_gap_
hs	56112
hs	_gap_,55909
hs	143503,_gap_,90209,_gap_,46934,_gap_,57850,57850,57850,_gap_
hs	159042,_gap_
hs	48371,_gap_
hs	57997
hs	47473
hs	47874
hs	_gap_,103657,_gap_
hs	_gap_,54236
hs	55455
hs	54897,52743
hs	57997
hs	47874
hs	48439,52058
hs	48726,56436,56436,_gap_,56436,56436
hs	52058,57184,52058,49265,49265,_gap_,49265,_gap_,56112,_gap_
hs	48726,_gap_
